Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),Temperature,RH
14/01/2025,20.00.00,1.0,967,2.6,-200,214,1612,112,5.4,41.8
14/01/2025,21.00.00,3.0,1229,12.0,888,199,1602,129,8.5,35.3
14/01/2025,22.00.00,1.0,943,3.7,619,106,1789,-200,6.4,50.4
14/01/2025,23.00.00,2.0,1089,9.3,819,-200,1610,98,6.2,78.0
15/01/2025,00.00.00,4.0,-200,18.3,1113,193,1607,110,30.7,54.5
15/01/2025,01.00.00,3.7,-200,17.1,1094,382,1469,169,26.1,73.4
15/01/2025,02.00.00,4.1,1438,15.7,1060,366,1483,149,19.2,59.1
15/01/2025,03.00.00,2.4,1144,10.2,-200,117,1683,76,7.9,48.5
15/01/2025,04.00.00,3.0,1259,14.9,989,258,1562,139,19.7,71.3
15/01/2025,05.00.00,3.1,1308,15.6,-200,268,1557,129,19.2,48.3
15/01/2025,06.00.00,-200.0,1110,6.8,722,-200,1674,89,10.2,72.1
15/01/2025,07.00.00,3.3,1295,14.3,987,233,1668,107,18.0,37.5
15/01/2025,08.00.00,3.3,1251,14.0,-200,259,1553,122,17.0,27.7
15/01/2025,09.00.00,4.8,1496,21.0,1244,427,1407,193,23.5,71.3
15/01/2025,10.00.00,2.9,1232,14.3,983,277,1592,131,24.1,55.2
15/01/2025,11.00.00,2.1,1086,6.4,700,170,1685,88,6.4,73.3
15/01/2025,12.00.00,3.0,1285,10.5,886,249,1663,88,16.2,76.3
15/01/2025,13.00.00,4.4,1427,19.2,1191,342,1583,158,23.8,23.2
15/01/2025,14.00.00,-200.0,1377,15.0,1016,246,1540,105,20.1,50.1
15/01/2025,15.00.00,4.9,1535,15.0,1000,386,1411,179,30.7,42.5
15/01/2025,16.00.00,4.1,1423,13.3,972,295,1586,149,24.8,57.6
15/01/2025,17.00.00,2.0,1148,9.4,841,112,1732,70,9.9,67.6
15/01/2025,18.00.00,2.8,1155,12.9,946,-200,1776,50,7.1,36.8
15/01/2025,19.00.00,4.3,1443,14.6,989,326,1555,142,24.3,53.4
15/01/2025,20.00.00,2.5,1148,12.3,933,242,1584,116,5.8,62.5
15/01/2025,21.00.00,4.4,1400,17.2,1110,412,1512,193,22.6,28.1
15/01/2025,22.00.00,5.0,1519,18.1,1123,425,1418,200,33.2,68.8
15/01/2025,23.00.00,4.5,1471,16.7,1091,293,1646,141,22.3,56.4
16/01/2025,00.00.00,3.4,1281,11.0,891,-200,1602,-200,16.6,77.0
16/01/2025,01.00.00,3.8,1400,14.0,1015,248,1572,-200,24.3,40.4
16/01/2025,02.00.00,3.4,1299,9.7,833,365,1472,166,18.7,26.5
16/01/2025,03.00.00,3.6,1334,14.4,980,271,1591,124,21.4,50.4
16/01/2025,04.00.00,4.6,1475,19.4,1179,340,1524,151,33.2,25.1
16/01/2025,05.00.00,4.0,1393,13.2,996,364,1503,150,16.6,78.2
16/01/2025,06.00.00,5.0,1542,20.2,1170,401,1427,191,33.8,22.3
16/01/2025,07.00.00,4.8,1489,17.4,1064,435,1446,193,32.2,65.2
16/01/2025,08.00.00,2.8,1247,12.5,934,166,1700,80,10.9,51.5
16/01/2025,09.00.00,3.7,1336,10.2,848,300,1530,146,7.1,42.1
16/01/2025,10.00.00,1.7,1049,-200.0,789,164,1679,94,8.0,24.0
16/01/2025,11.00.00,1.6,-200,2.9,596,10,1837,7,5.5,57.3
16/01/2025,12.00.00,1.6,1049,6.0,728,93,1751,73,7.8,55.1
16/01/2025,13.00.00,3.9,1363,14.3,1000,284,1524,156,25.5,36.9
16/01/2025,14.00.00,2.3,1173,8.6,818,190,1661,97,7.1,74.6
16/01/2025,15.00.00,2.7,1225,7.8,725,202,1697,103,14.6,38.2
16/01/2025,16.00.00,4.3,1445,20.4,1203,356,1535,186,30.3,47.0
16/01/2025,17.00.00,2.1,1108,6.0,693,160,1720,73,5.7,52.6
16/01/2025,18.00.00,4.2,1417,14.4,957,393,1525,-200,29.4,26.0
16/01/2025,19.00.00,3.0,1244,15.6,1048,346,1478,164,13.5,75.9
16/01/2025,20.00.00,2.9,1200,12.3,928,158,1745,95,8.5,42.5
16/01/2025,21.00.00,4.4,1463,15.2,1023,356,1566,163,25.9,24.8
16/01/2025,22.00.00,4.3,1476,17.1,1094,401,1468,172,23.9,43.2
16/01/2025,23.00.00,-200.0,1603,20.2,1210,379,1549,184,31.3,56.0
17/01/2025,00.00.00,4.3,1441,14.0,-200,362,1506,165,27.1,-200.0
17/01/2025,01.00.00,4.3,1482,15.8,1066,327,1534,151,29.1,61.7
17/01/2025,02.00.00,2.5,1226,9.8,849,147,-200,88,13.5,23.3
17/01/2025,03.00.00,2.3,1141,11.9,962,-200,1650,89,10.3,37.1
17/01/2025,04.00.00,4.0,1419,15.6,1031,196,1649,101,27.5,69.2
17/01/2025,05.00.00,4.8,-200,18.9,1135,391,1477,-200,29.2,24.8
17/01/2025,06.00.00,5.1,1534,18.9,1187,423,1402,200,34.7,-200.0
17/01/2025,07.00.00,3.6,1341,16.5,1116,239,1623,-200,17.4,25.5
17/01/2025,08.00.00,2.5,1150,11.9,905,189,1669,90,16.2,70.1
17/01/2025,09.00.00,5.0,1618,21.8,1289,331,1547,149,28.3,41.6
17/01/2025,10.00.00,2.8,1239,11.5,890,251,1611,111,15.2,56.7
17/01/2025,11.00.00,4.2,1465,13.8,994,319,1561,137,32.9,29.2
17/01/2025,12.00.00,4.4,1452,19.6,1199,387,1497,197,30.8,24.0
17/01/2025,13.00.00,4.5,1449,18.2,1125,346,1537,150,17.9,33.0
17/01/2025,14.00.00,4.1,1393,15.6,1084,-200,1600,133,27.5,27.7
17/01/2025,15.00.00,4.1,1423,17.3,1145,301,1536,140,27.6,38.7
17/01/2025,16.00.00,2.2,1113,9.3,805,252,1547,131,8.1,50.9
17/01/2025,17.00.00,4.6,1515,-200.0,1078,475,1432,211,32.1,55.3
17/01/2025,18.00.00,3.1,1290,11.9,933,175,1666,104,20.2,67.4
17/01/2025,19.00.00,4.6,1483,14.4,966,409,1491,182,29.8,59.4
17/01/2025,20.00.00,3.5,1270,14.2,-200,224,-200,112,14.6,56.5
17/01/2025,21.00.00,4.8,1578,-200.0,1238,350,1519,167,31.9,44.7
17/01/2025,22.00.00,2.6,1185,6.9,753,219,1619,110,16.7,48.4
17/01/2025,23.00.00,1.9,1160,7.7,771,173,1680,95,5.3,44.9
18/01/2025,00.00.00,4.4,1486,19.1,1161,319,-200,150,32.2,70.5
18/01/2025,01.00.00,2.3,1139,10.8,848,215,1630,92,7.7,33.8
18/01/2025,02.00.00,3.6,1357,13.0,943,349,1517,167,14.6,20.3
18/01/2025,03.00.00,4.8,1456,16.9,1102,418,1500,199,33.5,59.1
18/01/2025,04.00.00,4.8,1552,18.1,1131,336,1513,153,33.5,32.1
18/01/2025,05.00.00,4.6,1568,20.8,1252,346,1526,157,22.2,73.4
18/01/2025,06.00.00,4.3,1387,13.9,1010,390,1481,179,24.0,71.5
18/01/2025,07.00.00,3.6,1336,12.1,945,368,1406,187,18.5,24.6
18/01/2025,08.00.00,3.9,1376,14.5,997,245,1583,115,13.8,26.4
18/01/2025,09.00.00,3.2,1311,11.0,890,274,1581,-200,14.9,49.7
18/01/2025,10.00.00,3.0,1317,12.0,-200,279,1541,130,25.2,56.6
18/01/2025,11.00.00,4.7,1513,21.5,1228,304,1552,148,27.6,36.5
18/01/2025,12.00.00,3.6,1401,11.9,940,337,1584,142,28.7,63.0
18/01/2025,13.00.00,4.6,1494,18.1,1109,473,1460,227,28.7,55.7
18/01/2025,14.00.00,1.4,1026,5.7,672,147,1608,82,7.7,39.5
18/01/2025,15.00.00,3.2,1297,12.3,-200,288,1600,133,19.8,21.5
18/01/2025,16.00.00,2.0,1135,4.8,663,-200,1725,66,6.7,65.0
18/01/2025,17.00.00,3.3,1277,11.8,909,237,1607,117,21.5,32.9
18/01/2025,18.00.00,3.2,1297,11.3,943,220,1530,128,18.2,70.1
18/01/2025,19.00.00,5.2,1540,22.0,1250,-200,1535,184,31.6,45.2
18/01/2025,20.00.00,2.7,1196,11.6,917,204,1620,99,15.5,54.6
18/01/2025,21.00.00,2.6,1174,7.4,760,225,1628,111,8.5,-200.0
18/01/2025,22.00.00,1.9,1095,7.0,766,113,1671,67,9.3,71.8
18/01/2025,23.00.00,4.2,1419,15.8,1036,318,1516,128,27.8,42.3
19/01/2025,00.00.00,4.0,1436,20.0,1195,337,1568,153,23.5,32.5
19/01/2025,01.00.00,1.8,1044,7.8,775,39,1834,38,-200.0,66.5
19/01/2025,02.00.00,1.6,988,4.2,619,175,1643,81,7.5,46.0
19/01/2025,03.00.00,4.3,1412,15.8,1018,359,-200,181,26.0,31.5
19/01/2025,04.00.00,2.8,1247,10.4,862,234,-200,102,7.2,74.3
19/01/2025,05.00.00,4.4,1435,18.4,1172,412,1453,175,29.7,31.9
19/01/2025,06.00.00,-200.0,1395,16.5,1072,358,1457,170,26.2,21.5
19/01/2025,07.00.00,2.3,1139,9.7,835,216,1647,109,7.4,21.2
19/01/2025,08.00.00,2.3,1167,8.7,828,197,-200,94,7.5,57.3
19/01/2025,09.00.00,5.1,1555,20.1,1199,406,1470,192,34.6,59.7
19/01/2025,10.00.00,1.9,1162,7.2,767,120,1689,70,16.2,38.7
19/01/2025,11.00.00,2.6,-200,6.7,789,158,1634,102,16.1,39.2
19/01/2025,12.00.00,4.0,1393,15.9,1046,341,1553,-200,29.4,40.4
19/01/2025,13.00.00,4.9,1524,-200.0,1144,413,1467,180,33.4,60.8
19/01/2025,14.00.00,5.1,1652,16.9,1099,-200,1503,201,34.6,23.5
19/01/2025,15.00.00,4.6,1454,23.1,1340,299,1523,144,27.6,75.7
19/01/2025,16.00.00,3.3,1287,13.7,976,128,1707,70,16.3,33.4
19/01/2025,17.00.00,1.6,1041,6.4,740,131,1781,68,7.5,80.0
19/01/2025,18.00.00,5.1,1558,19.5,1189,313,1521,149,28.3,30.3
19/01/2025,19.00.00,4.3,1395,18.7,1153,361,1492,153,21.8,66.3
19/01/2025,20.00.00,-200.0,1211,8.2,780,309,1533,129,17.7,33.4
19/01/2025,21.00.00,4.9,1504,18.9,1150,407,1432,189,32.2,24.9
19/01/2025,22.00.00,2.0,1148,6.2,780,141,1753,85,8.3,72.5
19/01/2025,23.00.00,3.5,1288,15.6,1016,231,1523,122,19.8,71.5
20/01/2025,00.00.00,2.6,1186,8.6,772,176,1610,86,5.3,44.2
20/01/2025,01.00.00,4.5,1404,20.1,1208,356,1534,158,19.1,62.1
20/01/2025,02.00.00,2.5,1117,10.0,853,257,1565,123,6.7,53.4
20/01/2025,03.00.00,2.5,1150,11.6,913,207,1633,93,8.6,71.2
20/01/2025,04.00.00,2.2,1106,9.5,816,160,1671,91,8.5,38.9
20/01/2025,05.00.00,4.0,-200,18.3,1119,357,1534,160,24.5,51.4
20/01/2025,06.00.00,4.9,1536,17.8,1117,467,1429,206,27.4,49.1
20/01/2025,07.00.00,3.7,1398,16.7,1103,314,1533,144,22.5,41.2
20/01/2025,08.00.00,4.4,1455,14.0,971,365,1513,171,33.9,73.5
20/01/2025,09.00.00,2.3,1165,9.3,830,102,1711,64,16.2,30.0
20/01/2025,10.00.00,3.1,1245,11.4,887,181,1723,111,13.6,29.0
20/01/2025,11.00.00,4.7,1486,-200.0,1033,-200,1534,138,31.1,54.6
20/01/2025,12.00.00,-200.0,1098,7.6,741,178,1680,109,11.7,59.4
20/01/2025,13.00.00,5.4,1620,20.3,1230,391,1524,158,33.9,31.7
20/01/2025,14.00.00,1.8,1082,6.9,730,121,1650,73,5.4,43.4
20/01/2025,15.00.00,4.8,1550,18.3,1166,345,1479,142,34.1,76.8
20/01/2025,16.00.00,2.1,1125,8.6,802,132,1772,62,6.3,34.8
20/01/2025,17.00.00,4.5,1535,16.3,1044,267,1559,117,31.7,60.1
20/01/2025,18.00.00,3.7,1360,13.9,-200,307,1555,132,20.8,64.4
20/01/2025,19.00.00,5.6,1663,21.6,1241,479,1410,206,34.8,46.9
20/01/2025,20.00.00,1.7,1038,7.0,736,135,1690,96,7.2,76.3
20/01/2025,21.00.00,3.9,1359,17.3,1129,331,1521,144,21.6,64.2
20/01/2025,22.00.00,5.0,1571,21.7,1233,-200,1467,173,34.1,47.5
20/01/2025,23.00.00,3.6,1344,15.1,1018,313,1517,150,20.7,54.2
21/01/2025,00.00.00,4.3,1474,18.2,1114,388,1480,178,23.9,61.6
21/01/2025,01.00.00,4.1,1427,17.1,1074,388,1410,198,25.9,55.5
21/01/2025,02.00.00,3.6,1317,13.8,973,367,1502,166,18.6,72.7
21/01/2025,03.00.00,4.2,1468,18.8,1140,243,1619,94,23.8,41.4
21/01/2025,04.00.00,3.5,1299,12.2,921,303,1596,137,22.5,38.0
21/01/2025,05.00.00,4.9,1547,15.3,1049,328,1584,147,32.0,32.8
21/01/2025,06.00.00,2.0,1140,6.0,694,231,-200,100,6.4,-200.0
21/01/2025,07.00.00,2.8,1205,13.9,958,225,1653,105,13.4,22.6
21/01/2025,08.00.00,4.7,1538,18.2,-200,389,1443,174,33.5,72.2
21/01/2025,09.00.00,4.9,1548,20.2,1191,398,1461,179,-200.0,60.7
21/01/2025,10.00.00,3.4,1337,13.1,994,283,1638,119,18.7,-200.0
21/01/2025,11.00.00,4.1,1384,17.4,1099,407,1482,189,-200.0,56.9
21/01/2025,12.00.00,2.8,1230,11.4,898,288,-200,152,13.3,-200.0
21/01/2025,13.00.00,1.8,1022,6.9,696,221,-200,111,10.6,48.8
21/01/2025,14.00.00,3.4,1362,14.9,-200,263,1665,136,18.9,72.2
21/01/2025,15.00.00,3.1,1203,11.4,855,141,1708,78,15.6,41.6
21/01/2025,16.00.00,3.9,1370,16.2,1074,347,1582,-200,22.5,75.6
21/01/2025,17.00.00,1.9,1062,7.4,757,99,1697,62,-200.0,61.9
21/01/2025,18.00.00,4.3,1469,17.1,1111,328,1499,146,34.2,35.4
21/01/2025,19.00.00,5.3,1648,19.4,1197,419,1435,176,34.6,53.8
21/01/2025,20.00.00,4.0,1413,15.4,1058,317,1572,146,25.9,52.0
21/01/2025,21.00.00,3.7,-200,-200.0,975,328,1604,159,21.1,28.3
21/01/2025,22.00.00,2.8,1177,13.4,971,177,1689,87,-200.0,55.5
21/01/2025,23.00.00,4.4,1427,14.4,1015,386,1526,194,29.4,38.9
22/01/2025,00.00.00,3.8,1348,17.1,1082,297,1569,148,25.5,23.1
22/01/2025,01.00.00,2.0,1104,4.5,640,290,1517,131,9.9,76.9
22/01/2025,02.00.00,5.0,1515,21.0,1264,318,1626,141,32.3,58.5
22/01/2025,03.00.00,4.2,1402,15.0,988,340,1555,177,29.7,72.6
22/01/2025,04.00.00,4.9,1558,20.9,1240,425,1481,187,33.5,60.6
22/01/2025,05.00.00,4.4,1420,17.3,1112,330,1571,156,26.8,41.4
22/01/2025,06.00.00,3.5,1298,11.3,874,255,1527,126,23.4,50.8
22/01/2025,07.00.00,2.7,1186,13.3,953,278,1557,114,17.5,60.5
22/01/2025,08.00.00,6.0,1693,25.6,1389,523,-200,212,33.0,77.6
22/01/2025,09.00.00,4.3,1480,18.3,1146,307,1549,151,31.0,35.2
22/01/2025,10.00.00,2.4,1140,8.5,805,122,1700,58,6.4,72.5
22/01/2025,11.00.00,3.0,1236,13.8,983,273,1633,129,5.8,75.4
22/01/2025,12.00.00,3.5,1346,11.5,907,298,1566,124,-200.0,60.2
22/01/2025,13.00.00,4.3,1466,12.7,957,371,1598,165,29.3,75.9
22/01/2025,14.00.00,4.9,1582,16.6,1093,388,1488,177,34.6,-200.0
22/01/2025,15.00.00,2.0,1119,6.3,751,206,1668,82,9.5,77.2
22/01/2025,16.00.00,4.2,1437,15.4,1059,418,1485,188,22.8,62.2
22/01/2025,17.00.00,3.4,1331,12.8,950,351,1497,161,16.4,22.5
22/01/2025,18.00.00,4.7,1490,17.8,1137,331,1494,148,34.1,74.4
22/01/2025,19.00.00,4.0,1393,14.7,1024,445,1445,187,30.3,49.1
22/01/2025,20.00.00,3.9,1325,11.2,895,341,1604,153,30.1,47.6
22/01/2025,21.00.00,3.9,1412,16.0,1042,241,1592,112,19.1,54.0
22/01/2025,22.00.00,3.3,1302,12.7,947,286,-200,154,17.4,29.0
22/01/2025,23.00.00,2.9,1262,10.3,820,246,1593,117,13.2,48.1
23/01/2025,00.00.00,1.8,979,9.8,865,135,1701,69,6.7,69.9
23/01/2025,01.00.00,3.9,1378,15.0,1031,-200,1607,138,30.9,20.9
23/01/2025,02.00.00,4.9,1512,19.8,1190,429,1462,196,29.4,36.4
23/01/2025,03.00.00,5.0,1598,21.7,1250,437,1426,199,35.0,20.1
23/01/2025,04.00.00,5.4,1635,18.8,1171,406,1539,-200,34.9,44.9
23/01/2025,05.00.00,3.5,-200,13.8,1021,251,1575,126,21.7,-200.0
23/01/2025,06.00.00,4.2,1415,18.3,1149,306,1582,128,28.1,67.9
23/01/2025,07.00.00,5.2,1591,20.6,1258,407,1415,188,33.3,76.7
23/01/2025,08.00.00,4.9,1509,17.1,1113,438,1501,197,30.5,56.5
23/01/2025,09.00.00,3.1,1268,11.6,890,311,1655,138,12.4,35.3
23/01/2025,10.00.00,3.2,1263,13.2,972,246,1602,119,18.5,75.4
23/01/2025,11.00.00,2.7,1272,6.6,738,271,1543,127,8.9,66.5
23/01/2025,12.00.00,5.4,1657,19.0,1148,455,1466,202,33.6,54.5
23/01/2025,13.00.00,3.8,1397,19.0,1157,308,1557,145,23.2,61.7
23/01/2025,14.00.00,2.4,1120,10.7,865,288,1655,118,11.9,75.5
23/01/2025,15.00.00,4.7,1529,21.7,1262,391,1463,179,25.2,62.7
23/01/2025,16.00.00,3.5,1335,15.8,1049,275,1526,137,-200.0,42.1
23/01/2025,17.00.00,3.4,1345,14.3,1007,313,1562,148,15.7,62.8
23/01/2025,18.00.00,2.3,1156,8.6,811,123,1725,62,8.4,22.4
23/01/2025,19.00.00,3.1,1264,13.1,985,237,1580,106,25.1,43.2
23/01/2025,20.00.00,4.1,1426,19.4,1190,343,1564,159,20.6,44.4
23/01/2025,21.00.00,2.9,1187,13.4,955,271,1585,136,28.2,30.0
23/01/2025,22.00.00,2.6,1162,10.6,913,218,1615,120,20.6,21.4
23/01/2025,23.00.00,4.8,1534,18.9,1149,321,1565,156,30.6,28.0
24/01/2025,00.00.00,3.9,1422,16.7,1076,269,1573,133,21.6,59.3
24/01/2025,01.00.00,3.4,1288,12.4,946,248,1573,94,21.8,68.1
24/01/2025,02.00.00,4.7,1504,19.8,1251,388,1425,169,31.3,79.3
24/01/2025,03.00.00,1.9,1044,6.4,731,91,1703,59,17.1,40.8
24/01/2025,04.00.00,2.8,1257,10.3,848,291,1667,130,-200.0,56.0
24/01/2025,05.00.00,2.2,1165,6.8,705,193,1647,88,5.9,76.2
24/01/2025,06.00.00,4.2,1456,16.1,-200,-200,1476,151,27.7,30.0
24/01/2025,07.00.00,3.9,-200,14.1,994,301,1610,158,23.6,63.1
24/01/2025,08.00.00,4.4,1500,20.8,-200,277,1577,118,26.1,-200.0
24/01/2025,09.00.00,2.6,1170,8.7,776,214,1640,104,11.4,25.3
24/01/2025,10.00.00,1.5,993,6.7,737,155,1687,75,9.1,71.7
24/01/2025,11.00.00,3.1,1303,10.7,847,244,1664,-200,5.4,68.8
24/01/2025,12.00.00,3.7,1378,14.7,996,346,1470,162,15.5,22.0
24/01/2025,13.00.00,3.1,1233,13.1,-200,247,1661,127,22.7,25.5
24/01/2025,14.00.00,3.0,1235,8.3,776,275,1610,118,16.8,22.9
24/01/2025,15.00.00,3.2,1330,10.0,876,250,1603,121,18.1,40.1
24/01/2025,16.00.00,5.3,-200,19.1,-200,439,1415,195,32.1,50.6
24/01/2025,17.00.00,2.0,1118,5.3,706,201,1630,96,15.4,51.9
24/01/2025,18.00.00,3.3,1259,13.3,1012,209,-200,94,20.4,-200.0
24/01/2025,19.00.00,3.5,1340,14.4,988,310,1624,155,28.5,74.7
24/01/2025,20.00.00,3.0,1214,10.1,901,296,1620,128,16.9,42.1
24/01/2025,21.00.00,3.6,1285,14.8,1017,400,1465,167,23.7,22.7
24/01/2025,22.00.00,4.6,1516,17.7,1105,374,1581,180,30.9,38.0
24/01/2025,23.00.00,4.5,1525,18.0,1124,259,1631,125,33.5,51.9
25/01/2025,00.00.00,2.1,1102,7.0,737,76,1758,39,9.4,44.5
25/01/2025,01.00.00,5.1,1547,21.3,1275,363,1499,164,32.8,36.4
25/01/2025,02.00.00,3.7,1407,-200.0,1159,360,1489,158,19.8,27.9
25/01/2025,03.00.00,3.1,1252,13.8,1007,354,1539,176,12.7,69.1
25/01/2025,04.00.00,3.3,1291,15.9,1032,243,1621,115,18.8,79.8
25/01/2025,05.00.00,4.7,1549,15.8,1057,375,1484,175,34.4,-200.0
25/01/2025,06.00.00,3.4,1302,12.3,900,144,1729,78,19.8,42.9
25/01/2025,07.00.00,3.2,1266,14.1,1013,292,1573,151,14.9,57.1
25/01/2025,08.00.00,2.8,1246,14.3,990,232,1631,115,24.0,63.1
25/01/2025,09.00.00,2.9,1216,13.0,964,221,1666,120,12.2,43.5
25/01/2025,10.00.00,2.4,1153,7.5,752,142,1719,82,7.3,74.3
25/01/2025,11.00.00,2.4,1123,8.8,773,176,1595,85,8.9,53.6
25/01/2025,12.00.00,2.3,1152,9.9,864,117,1736,67,8.8,47.0
25/01/2025,13.00.00,1.2,978,4.4,672,51,1761,38,9.6,58.8
25/01/2025,14.00.00,2.2,1159,7.2,754,112,1692,59,9.2,77.2
25/01/2025,15.00.00,4.8,1548,18.7,1112,335,1534,143,24.2,-200.0
25/01/2025,16.00.00,2.6,1199,10.2,871,146,1671,92,10.5,22.4
25/01/2025,17.00.00,2.9,1244,9.4,813,260,1597,103,15.4,39.9
25/01/2025,18.00.00,4.7,1503,20.8,1237,318,-200,161,31.9,48.2
25/01/2025,19.00.00,3.6,-200,13.5,963,285,1599,121,19.2,38.9
25/01/2025,20.00.00,4.3,1416,17.2,1094,292,1505,142,25.0,62.0
25/01/2025,21.00.00,2.4,1090,11.7,919,140,1696,70,10.2,69.6
25/01/2025,22.00.00,2.8,1253,10.9,865,169,1664,71,10.8,63.9
25/01/2025,23.00.00,3.0,1264,13.8,980,286,1661,146,6.2,79.4
26/01/2025,00.00.00,3.0,1248,10.0,860,232,1536,89,10.1,36.4
26/01/2025,01.00.00,4.0,1433,16.9,1134,283,1610,141,13.4,72.5
26/01/2025,02.00.00,2.2,1108,10.5,866,126,1717,72,10.3,66.0
26/01/2025,03.00.00,3.1,1244,10.8,893,181,1686,103,7.7,41.7
26/01/2025,04.00.00,2.0,1070,7.5,739,121,1685,75,8.6,64.0
26/01/2025,05.00.00,3.6,1351,13.9,1021,213,1642,111,18.8,26.2
26/01/2025,06.00.00,3.0,1200,12.4,916,217,1632,116,11.2,67.4
26/01/2025,07.00.00,2.8,1203,12.3,928,192,1788,105,15.9,51.9
26/01/2025,08.00.00,3.6,1342,12.4,944,245,1591,123,20.1,37.5
26/01/2025,09.00.00,-200.0,1443,18.0,1114,424,1429,186,25.7,59.3
26/01/2025,10.00.00,1.8,1045,10.2,880,129,1777,69,6.2,58.5
26/01/2025,11.00.00,5.2,1519,23.0,1293,410,1486,185,29.0,32.6
26/01/2025,12.00.00,3.2,1297,14.4,1019,319,1565,145,23.8,21.8
26/01/2025,13.00.00,3.2,1262,12.5,958,189,1694,118,7.5,46.0
26/01/2025,14.00.00,5.1,1535,24.7,1378,385,1495,173,31.2,54.2
26/01/2025,15.00.00,4.7,1469,20.9,1247,300,1543,128,32.6,72.6
26/01/2025,16.00.00,2.0,1085,8.0,831,162,1676,84,6.8,75.7
26/01/2025,17.00.00,2.6,1139,-200.0,885,237,1577,106,13.3,51.7
26/01/2025,18.00.00,4.4,1511,16.5,-200,227,1560,130,29.2,65.2
26/01/2025,19.00.00,4.2,1362,17.7,-200,381,1462,173,27.4,46.4
26/01/2025,20.00.00,3.2,1264,13.9,1012,-200,1489,134,10.5,64.8
26/01/2025,21.00.00,3.6,1345,15.9,1102,291,1553,141,11.3,32.3
26/01/2025,22.00.00,3.2,-200,12.5,934,195,1624,107,16.1,42.3
26/01/2025,23.00.00,3.0,1261,9.2,803,281,1599,135,19.5,58.1
27/01/2025,00.00.00,3.6,1313,14.8,1042,371,-200,164,23.5,21.1
27/01/2025,01.00.00,3.0,1298,13.5,944,221,1618,109,16.1,63.3
27/01/2025,02.00.00,2.9,1197,9.5,839,214,1676,93,18.9,70.1
27/01/2025,03.00.00,3.7,1277,-200.0,1011,293,1549,-200,27.4,43.9
27/01/2025,04.00.00,3.2,-200,15.3,1034,233,1569,131,6.1,-200.0
27/01/2025,05.00.00,2.9,1248,9.2,822,224,1520,117,12.6,71.1
27/01/2025,06.00.00,3.7,1355,14.3,968,349,1522,159,26.4,66.5
27/01/2025,07.00.00,5.1,1587,23.3,1300,404,1475,202,31.9,37.3
27/01/2025,08.00.00,2.9,1257,12.1,942,250,1651,114,20.4,39.4
27/01/2025,09.00.00,3.0,1238,11.1,849,346,1489,162,21.0,60.7
27/01/2025,10.00.00,1.9,1073,7.7,767,227,1649,108,8.2,53.8
27/01/2025,11.00.00,4.2,1414,18.3,1135,281,1476,130,18.4,29.7
27/01/2025,12.00.00,3.5,1377,13.5,932,365,1456,-200,21.0,38.6
27/01/2025,13.00.00,1.5,1047,7.2,787,189,1664,102,12.3,74.0
27/01/2025,14.00.00,3.4,1369,14.1,974,348,1549,-200,13.1,61.3
27/01/2025,15.00.00,3.0,1272,12.5,950,207,1568,94,16.3,79.2
27/01/2025,16.00.00,1.1,968,5.9,696,101,1687,79,5.6,66.0
27/01/2025,17.00.00,2.8,1191,10.6,856,205,1638,103,14.7,76.5
27/01/2025,18.00.00,2.9,1240,9.7,834,238,1606,105,11.3,33.0
27/01/2025,19.00.00,3.2,1276,13.7,972,342,1548,147,14.8,66.3
27/01/2025,20.00.00,3.3,1286,12.8,-200,268,-200,147,8.6,21.2
27/01/2025,21.00.00,-200.0,1431,16.1,1047,254,1546,146,31.7,60.2
27/01/2025,22.00.00,3.8,1309,16.3,1049,286,1589,138,22.8,48.2
27/01/2025,23.00.00,3.7,1391,17.3,-200,262,1561,119,25.4,40.8
28/01/2025,00.00.00,3.6,1338,14.1,993,377,1512,174,28.7,71.7
28/01/2025,01.00.00,3.9,1348,15.8,1051,274,1562,127,20.0,71.3
28/01/2025,02.00.00,2.5,1188,7.6,748,179,1700,97,7.6,21.3
28/01/2025,03.00.00,3.8,1337,14.6,1041,282,1598,136,21.1,56.6
28/01/2025,04.00.00,4.0,1413,16.3,1070,398,1442,179,22.6,42.1
28/01/2025,05.00.00,3.9,1410,15.5,1006,360,1445,163,27.4,44.9
28/01/2025,06.00.00,2.8,-200,10.4,871,252,1646,-200,17.9,69.9
28/01/2025,07.00.00,2.4,1155,11.1,872,204,1609,111,8.8,38.6
28/01/2025,08.00.00,3.4,1302,13.8,1003,285,1548,132,13.5,76.6
28/01/2025,09.00.00,3.9,-200,20.8,1247,315,-200,167,15.9,30.8
28/01/2025,10.00.00,4.3,-200,17.8,1140,450,1399,221,24.4,59.8
28/01/2025,11.00.00,3.7,1359,9.4,820,235,1620,110,22.1,60.3
28/01/2025,12.00.00,3.2,1274,10.6,868,-200,1706,64,15.7,35.1
28/01/2025,13.00.00,-200.0,1520,20.9,1237,419,1461,187,34.6,39.5
28/01/2025,14.00.00,3.3,1261,-200.0,935,334,1580,147,23.2,70.1
28/01/2025,15.00.00,2.7,1205,9.7,820,227,1637,119,12.1,65.7
28/01/2025,16.00.00,1.6,1033,-200.0,644,32,1814,45,8.1,39.7
28/01/2025,17.00.00,2.4,1125,8.6,840,229,1607,-200,9.6,52.0
